Fecha,Hora,Peso,Porcentaje de grasa corporal,Masa de grasa corporal,Porcentaje libre de grasa,Masa libre de grasa,Porcentaje de músculo esquelético,Masa de músculo esquelético,Porcentaje de masa muscular,Masa muscular,La masa ósea,Agua corporal total,Tasa metabólica base
2026.08.10 22:32:37,22:32:37,"56.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0"
