Fecha,Hora,Frecuencia cardiaca,Origen
2026.09.11 10:53:00,10:53:00,68,
2026.09.11 10:54:00,10:54:00,77,
2026.09.11 10:55:00,10:55:00,67,
2026.09.11 10:56:00,10:56:00,89,
2026.09.11 10:57:00,10:57:00,76,
2026.09.11 10:59:00,10:59:00,61,
2026.09.11 11:02:00,11:02:00,65,
2026.09.11 11:03:00,11:03:00,61,
2026.09.11 11:06:00,11:06:00,59,
2026.09.11 11:07:00,11:07:00,77,
2026.09.11 11:08:00,11:08:00,62,
2026.09.11 11:09:00,11:09:00,62,
2026.09.11 11:10:00,11:10:00,68,
2026.09.11 11:11:00,11:11:00,68,
2026.09.11 11:12:00,11:12:00,62,
2026.09.11 11:13:00,11:13:00,64,
2026.09.11 11:14:00,11:14:00,58,
2026.09.11 11:15:00,11:15:00,105,
2026.09.11 11:16:00,11:16:00,65,
2026.09.11 11:17:00,11:17:00,85,
2026.09.11 11:19:00,11:19:00,65,
2026.09.11 11:21:00,11:21:00,78,
2026.09.11 11:23:00,11:23:00,75,
2026.09.11 11:24:00,11:24:00,58,
2026.09.11 11:26:00,11:26:00,76,
2026.09.11 11:27:00,11:27:00,82,
2026.09.11 11:29:00,11:29:00,62,
2026.09.11 11:30:00,11:30:00,61,
2026.09.11 11:31:00,11:31:00,107,
2026.09.11 11:34:00,11:34:00,65,
2026.09.11 11:36:00,11:36:00,81,
2026.09.11 11:39:00,11:39:00,83,
2026.09.11 11:42:00,11:42:00,86,
2026.09.11 11:43:00,11:43:00,55,
2026.09.11 11:44:00,11:44:00,56,
2026.09.11 11:46:00,11:46:00,59,
2026.09.11 11:47:00,11:47:00,61,
2026.09.11 11:52:00,11:52:00,71,
2026.09.11 11:54:00,11:54:00,71,
2026.09.11 11:55:00,11:55:00,53,
2026.09.11 11:56:00,11:56:00,85,
2026.09.11 11:57:00,11:57:00,54,
2026.09.11 11:58:00,11:58:00,53,
2026.09.11 11:59:00,11:59:00,77,
2026.09.11 12:00:00,12:00:00,53,
2026.09.11 12:01:00,12:01:00,84,
2026.09.11 12:05:00,12:05:00,45,
2026.09.11 12:06:00,12:06:00,49,
2026.09.11 12:07:00,12:07:00,58,
2026.09.11 12:11:00,12:11:00,84,
2026.09.11 12:12:00,12:12:00,53,
2026.09.11 12:13:00,12:13:00,46,
2026.09.11 12:22:00,12:22:00,50,
2026.09.11 12:23:00,12:23:00,49,
2026.09.11 12:28:00,12:28:00,80,
2026.09.11 12:29:00,12:29:00,55,
2026.09.11 12:30:00,12:30:00,54,
2026.09.11 12:32:00,12:32:00,86,
2026.09.11 12:33:00,12:33:00,80,
2026.09.11 12:34:00,12:34:00,97,
2026.09.11 12:39:00,12:39:00,86,
2026.09.11 12:41:00,12:41:00,91,
2026.09.11 12:42:00,12:42:00,81,
2026.09.11 12:44:00,12:44:00,95,
2026.09.11 12:48:00,12:48:00,89,
2026.09.11 12:49:00,12:49:00,84,
2026.09.11 12:50:00,12:50:00,75,
2026.09.11 12:51:00,12:51:00,83,
2026.09.11 12:52:00,12:52:00,95,
2026.09.11 12:53:00,12:53:00,83,
2026.09.11 12:54:00,12:54:00,78,
2026.09.11 12:56:00,12:56:00,81,
2026.09.11 12:57:00,12:57:00,90,
2026.09.11 12:58:00,12:58:00,80,
2026.09.11 13:00:00,13:00:00,80,
2026.09.11 13:01:00,13:01:00,89,
2026.09.11 13:05:00,13:05:00,61,
2026.09.11 13:06:00,13:06:00,60,
2026.09.11 13:07:00,13:07:00,59,
2026.09.11 13:08:00,13:08:00,53,
2026.09.11 13:10:00,13:10:00,77,
2026.09.11 13:13:00,13:13:00,78,
2026.09.11 13:14:00,13:14:00,83,
2026.09.11 13:15:00,13:15:00,93,
2026.09.11 13:16:00,13:16:00,58,
2026.09.11 13:18:00,13:18:00,58,
2026.09.11 13:19:00,13:19:00,61,
2026.09.11 13:22:00,13:22:00,62,
2026.09.11 13:23:00,13:23:00,61,
2026.09.11 13:24:00,13:24:00,59,
2026.09.11 13:25:00,13:25:00,61,
2026.09.11 13:26:00,13:26:00,59,
2026.09.11 13:27:00,13:27:00,61,
2026.09.11 13:28:00,13:28:00,74,
2026.09.11 13:29:00,13:29:00,67,
2026.09.11 13:36:00,13:36:00,82,
2026.09.11 13:37:00,13:37:00,115,
2026.09.11 13:38:00,13:38:00,105,
2026.09.11 13:39:00,13:39:00,81,
2026.09.11 13:40:00,13:40:00,76,
2026.09.11 13:41:00,13:41:00,83,
2026.09.11 13:45:00,13:45:00,80,
2026.09.11 13:46:00,13:46:00,111,
2026.09.11 13:47:00,13:47:00,113,
2026.09.11 13:51:00,13:51:00,76,
2026.09.11 13:52:00,13:52:00,71,
2026.09.11 13:53:00,13:53:00,78,
2026.09.11 13:55:00,13:55:00,60,
2026.09.11 13:56:00,13:56:00,76,
2026.09.11 13:57:00,13:57:00,60,
2026.09.11 13:58:00,13:58:00,92,
2026.09.11 13:59:00,13:59:00,85,
2026.09.11 14:01:00,14:01:00,63,
2026.09.11 14:02:00,14:02:00,71,
2026.09.11 14:03:00,14:03:00,65,
2026.09.11 14:04:00,14:04:00,64,
2026.09.11 14:05:00,14:05:00,67,
2026.09.11 14:06:00,14:06:00,64,
2026.09.11 14:07:00,14:07:00,70,
2026.09.11 14:12:00,14:12:00,92,
2026.09.11 14:13:00,14:13:00,72,
2026.09.11 14:14:00,14:14:00,61,
2026.09.11 14:15:00,14:15:00,70,
2026.09.11 14:16:00,14:16:00,56,
2026.09.11 14:17:00,14:17:00,83,
2026.09.11 14:18:00,14:18:00,83,
2026.09.11 14:19:00,14:19:00,64,
2026.09.11 14:20:00,14:20:00,67,
2026.09.11 14:21:00,14:21:00,80,
2026.09.11 14:24:00,14:24:00,95,
2026.09.11 14:25:00,14:25:00,71,
2026.09.11 14:26:00,14:26:00,68,
2026.09.11 14:27:00,14:27:00,92,
2026.09.11 14:28:00,14:28:00,78,
2026.09.11 14:29:00,14:29:00,74,
2026.09.11 14:30:00,14:30:00,66,
2026.09.11 14:31:00,14:31:00,77,
2026.09.11 14:33:00,14:33:00,66,
2026.09.11 14:34:00,14:34:00,61,
2026.09.11 14:35:00,14:35:00,59,
2026.09.11 14:36:00,14:36:00,62,
2026.09.11 14:40:00,14:40:00,76,
2026.09.11 14:41:00,14:41:00,60,
2026.09.11 14:42:00,14:42:00,71,
2026.09.11 14:43:00,14:43:00,99,
2026.09.11 14:44:00,14:44:00,81,
2026.09.11 14:45:00,14:45:00,83,
2026.09.11 14:46:00,14:46:00,53,
2026.09.11 14:50:00,14:50:00,72,
2026.09.11 14:51:00,14:51:00,63,
2026.09.11 14:52:00,14:52:00,65,
2026.09.11 14:53:00,14:53:00,68,
2026.09.11 14:54:00,14:54:00,63,
2026.09.11 14:55:00,14:55:00,66,
2026.09.11 14:56:00,14:56:00,71,
2026.09.11 14:57:00,14:57:00,57,
2026.09.11 15:01:00,15:01:00,79,
2026.09.11 15:02:00,15:02:00,80,
2026.09.11 15:03:00,15:03:00,60,
2026.09.11 15:05:00,15:05:00,74,
2026.09.11 15:06:00,15:06:00,80,
2026.09.11 15:07:00,15:07:00,77,
2026.09.11 15:08:00,15:08:00,85,
2026.09.11 15:09:00,15:09:00,69,
2026.09.11 15:10:00,15:10:00,78,
2026.09.11 15:11:00,15:11:00,81,
2026.09.11 15:12:00,15:12:00,81,
2026.09.11 15:14:00,15:14:00,84,
2026.09.11 15:15:00,15:15:00,88,
2026.09.11 15:16:00,15:16:00,75,
2026.09.11 15:17:00,15:17:00,80,
2026.09.11 15:18:00,15:18:00,83,
2026.09.11 15:19:00,15:19:00,91,
2026.09.11 15:20:00,15:20:00,87,
2026.09.11 15:21:00,15:21:00,71,
2026.09.11 15:22:00,15:22:00,78,
2026.09.11 15:23:00,15:23:00,79,
2026.09.11 15:24:00,15:24:00,83,
2026.09.11 15:25:00,15:25:00,78,
2026.09.11 15:26:00,15:26:00,85,
2026.09.11 15:27:00,15:27:00,76,
2026.09.11 15:28:00,15:28:00,69,
2026.09.11 15:30:00,15:30:00,78,
2026.09.11 15:31:00,15:31:00,82,
2026.09.11 15:33:00,15:33:00,84,
2026.09.11 15:36:00,15:36:00,92,
2026.09.11 15:37:00,15:37:00,87,
2026.09.11 15:38:00,15:38:00,82,
2026.09.11 15:39:00,15:39:00,83,
2026.09.11 15:40:00,15:40:00,78,
2026.09.11 15:41:00,15:41:00,86,
2026.09.11 15:42:00,15:42:00,70,
2026.09.11 15:43:00,15:43:00,71,
2026.09.11 15:46:00,15:46:00,60,
2026.09.11 15:49:00,15:49:00,62,
2026.09.11 15:52:00,15:52:00,58,
2026.09.11 15:53:00,15:53:00,58,
2026.09.11 15:54:00,15:54:00,58,
2026.09.11 15:55:00,15:55:00,57,
2026.09.11 15:56:00,15:56:00,59,
2026.09.11 15:57:00,15:57:00,60,
2026.09.11 15:58:00,15:58:00,58,
2026.09.11 15:59:00,15:59:00,86,
2026.09.11 16:00:00,16:00:00,86,
2026.09.11 16:02:00,16:02:00,75,
2026.09.11 16:03:00,16:03:00,83,
2026.09.11 16:04:00,16:04:00,83,
2026.09.11 16:06:00,16:06:00,57,
2026.09.11 16:07:00,16:07:00,86,
2026.09.11 16:08:00,16:08:00,69,
2026.09.11 16:09:00,16:09:00,60,
2026.09.11 16:10:00,16:10:00,66,
2026.09.11 16:11:00,16:11:00,63,
2026.09.11 16:16:00,16:16:00,54,
2026.09.11 16:20:00,16:20:00,61,
2026.09.11 16:21:00,16:21:00,62,
2026.09.11 16:22:00,16:22:00,60,
2026.09.11 16:23:00,16:23:00,58,
2026.09.11 16:24:00,16:24:00,51,
2026.09.11 16:25:00,16:25:00,66,
2026.09.11 16:27:00,16:27:00,64,
2026.09.11 16:28:00,16:28:00,58,
2026.09.11 16:29:00,16:29:00,68,
2026.09.11 16:31:00,16:31:00,64,
2026.09.11 16:32:00,16:32:00,64,
2026.09.11 16:34:00,16:34:00,76,
2026.09.11 16:38:00,16:38:00,87,
2026.09.11 16:39:00,16:39:00,91,
2026.09.11 16:40:00,16:40:00,66,
2026.09.11 16:42:00,16:42:00,61,
2026.09.11 16:43:00,16:43:00,76,
2026.09.11 16:44:00,16:44:00,69,
2026.09.11 16:46:00,16:46:00,95,
2026.09.11 16:47:00,16:47:00,57,
2026.09.11 16:48:00,16:48:00,88,
2026.09.11 16:49:00,16:49:00,88,
2026.09.11 16:51:00,16:51:00,74,
2026.09.11 16:53:00,16:53:00,62,
2026.09.11 16:54:00,16:54:00,63,
2026.09.11 16:55:00,16:55:00,63,
2026.09.11 16:56:00,16:56:00,81,
2026.09.11 16:58:00,16:58:00,68,
2026.09.11 16:59:00,16:59:00,106,
2026.09.11 17:00:00,17:00:00,64,
2026.09.11 17:01:00,17:01:00,64,
2026.09.11 17:02:00,17:02:00,76,
2026.09.11 17:04:00,17:04:00,61,
2026.09.11 17:05:00,17:05:00,83,
2026.09.11 17:07:00,17:07:00,61,
2026.09.11 17:08:00,17:08:00,62,
2026.09.11 17:11:00,17:11:00,62,
2026.09.11 17:12:00,17:12:00,60,
2026.09.11 17:14:00,17:14:00,63,
2026.09.11 17:16:00,17:16:00,70,
2026.09.11 17:17:00,17:17:00,79,
2026.09.11 17:18:00,17:18:00,86,
2026.09.11 17:19:00,17:19:00,79,
2026.09.11 17:20:00,17:20:00,57,
2026.09.11 17:21:00,17:21:00,59,
2026.09.11 17:22:00,17:22:00,55,
2026.09.11 17:23:00,17:23:00,53,
2026.09.11 17:26:00,17:26:00,83,
2026.09.11 17:27:00,17:27:00,67,
2026.09.11 17:28:00,17:28:00,55,
2026.09.11 17:29:00,17:29:00,58,
2026.09.11 17:30:00,17:30:00,53,
2026.09.11 17:32:00,17:32:00,55,
2026.09.11 17:34:00,17:34:00,57,
2026.09.11 17:35:00,17:35:00,60,
2026.09.11 17:36:00,17:36:00,76,
2026.09.11 17:37:00,17:37:00,69,
2026.09.11 17:38:00,17:38:00,79,
2026.09.11 17:41:00,17:41:00,77,
2026.09.11 17:42:00,17:42:00,74,
2026.09.11 17:44:00,17:44:00,60,
2026.09.11 17:47:00,17:47:00,72,
2026.09.11 17:48:00,17:48:00,85,
2026.09.11 17:49:00,17:49:00,60,
2026.09.11 17:50:00,17:50:00,64,
2026.09.11 17:51:00,17:51:00,69,
2026.09.11 17:52:00,17:52:00,64,
2026.09.11 17:53:00,17:53:00,73,
2026.09.11 17:55:00,17:55:00,59,
2026.09.11 17:56:00,17:56:00,68,
2026.09.11 17:57:00,17:57:00,61,
2026.09.11 17:58:00,17:58:00,68,
2026.09.11 18:00:00,18:00:00,61,
2026.09.11 18:01:00,18:01:00,94,
2026.09.11 18:02:00,18:02:00,65,
2026.09.11 18:04:00,18:04:00,64,
2026.09.11 18:05:00,18:05:00,63,
2026.09.11 18:06:00,18:06:00,84,
2026.09.11 18:07:00,18:07:00,85,
2026.09.11 18:08:00,18:08:00,84,
2026.09.11 18:09:00,18:09:00,82,
2026.09.11 18:10:00,18:10:00,55,
2026.09.11 18:11:00,18:11:00,61,
2026.09.11 18:12:00,18:12:00,86,
2026.09.11 18:14:00,18:14:00,71,
2026.09.11 18:15:00,18:15:00,58,
2026.09.11 18:16:00,18:16:00,65,
2026.09.11 18:17:00,18:17:00,79,
2026.09.11 18:18:00,18:18:00,70,
2026.09.11 18:19:00,18:19:00,84,
2026.09.11 18:22:00,18:22:00,81,
2026.09.11 18:23:00,18:23:00,63,
2026.09.11 18:24:00,18:24:00,86,
2026.09.11 18:25:00,18:25:00,73,
2026.09.11 18:26:00,18:26:00,75,
2026.09.11 18:27:00,18:27:00,67,
2026.09.11 18:30:00,18:30:00,58,
2026.09.11 18:32:00,18:32:00,107,
2026.09.11 18:33:00,18:33:00,62,
2026.09.11 18:34:00,18:34:00,63,
2026.09.11 18:35:00,18:35:00,60,
2026.09.11 18:36:00,18:36:00,78,
2026.09.11 18:38:00,18:38:00,82,
2026.09.11 18:41:00,18:41:00,59,
2026.09.11 18:42:00,18:42:00,57,
2026.09.11 18:43:00,18:43:00,75,
2026.09.11 18:44:00,18:44:00,70,
2026.09.11 18:45:00,18:45:00,51,
2026.09.11 18:48:00,18:48:00,56,
2026.09.11 18:49:00,18:49:00,63,
2026.09.11 18:50:00,18:50:00,64,
2026.09.11 18:51:00,18:51:00,61,
2026.09.11 18:53:00,18:53:00,65,
2026.09.11 18:54:00,18:54:00,74,
2026.09.11 18:55:00,18:55:00,63,
2026.09.11 18:57:00,18:57:00,85,
2026.09.11 18:58:00,18:58:00,59,
2026.09.11 18:59:00,18:59:00,75,
2026.09.11 19:00:00,19:00:00,67,
2026.09.11 19:01:00,19:01:00,67,
2026.09.11 19:02:00,19:02:00,73,
2026.09.11 19:03:00,19:03:00,73,
2026.09.11 19:04:00,19:04:00,83,
2026.09.11 19:05:00,19:05:00,63,
2026.09.11 19:07:00,19:07:00,85,
2026.09.11 19:08:00,19:08:00,72,
2026.09.11 19:09:00,19:09:00,66,
2026.09.11 19:11:00,19:11:00,84,
2026.09.11 19:12:00,19:12:00,67,
2026.09.11 19:13:00,19:13:00,73,
2026.09.11 19:14:00,19:14:00,76,
2026.09.11 19:16:00,19:16:00,69,
2026.09.11 19:17:00,19:17:00,67,
2026.09.11 19:18:00,19:18:00,63,
2026.09.11 19:21:00,19:21:00,65,
2026.09.11 19:22:00,19:22:00,63,
2026.09.11 19:23:00,19:23:00,68,
2026.09.11 19:32:00,19:32:00,105,
2026.09.11 19:33:00,19:33:00,69,
2026.09.11 19:36:00,19:36:00,70,
2026.09.11 19:39:00,19:39:00,69,
2026.09.11 19:40:00,19:40:00,68,
2026.09.11 19:41:00,19:41:00,64,
2026.09.11 19:46:00,19:46:00,65,
2026.09.11 19:47:00,19:47:00,70,
2026.09.11 19:48:00,19:48:00,93,
2026.09.11 19:50:00,19:50:00,84,
2026.09.11 19:53:00,19:53:00,76,
2026.09.11 19:54:00,19:54:00,68,
2026.09.11 19:56:00,19:56:00,71,
2026.09.11 19:57:00,19:57:00,71,
2026.09.11 19:59:00,19:59:00,62,
2026.09.11 20:01:00,20:01:00,62,
2026.09.11 20:02:00,20:02:00,65,
2026.09.11 20:04:00,20:04:00,65,
2026.09.11 20:05:00,20:05:00,64,
2026.09.11 20:07:00,20:07:00,63,
2026.09.11 20:08:00,20:08:00,63,
2026.09.11 20:09:00,20:09:00,61,
2026.09.11 20:10:00,20:10:00,64,
2026.09.11 20:15:00,20:15:00,78,
2026.09.11 20:16:00,20:16:00,71,
2026.09.11 20:17:00,20:17:00,75,
2026.09.11 20:18:00,20:18:00,78,
2026.09.11 20:19:00,20:19:00,80,
2026.09.11 20:21:00,20:21:00,77,
2026.09.11 20:23:00,20:23:00,81,
2026.09.11 20:24:00,20:24:00,85,
2026.09.11 20:25:00,20:25:00,67,
2026.09.11 20:26:00,20:26:00,64,
2026.09.11 20:27:00,20:27:00,66,
2026.09.11 20:28:00,20:28:00,80,
2026.09.11 20:32:00,20:32:00,73,
2026.09.11 20:35:00,20:35:00,104,
2026.09.11 20:36:00,20:36:00,68,
2026.09.11 20:42:00,20:42:00,74,
2026.09.11 20:46:00,20:46:00,67,
2026.09.11 20:48:00,20:48:00,78,
2026.09.11 20:50:00,20:50:00,64,
2026.09.11 20:53:00,20:53:00,65,
2026.09.11 20:54:00,20:54:00,64,
2026.09.11 20:58:00,20:58:00,66,
2026.09.11 21:01:00,21:01:00,80,
2026.09.11 21:02:00,21:02:00,80,
2026.09.11 21:06:00,21:06:00,64,
2026.09.11 21:07:00,21:07:00,65,
2026.09.11 21:09:00,21:09:00,76,
2026.09.11 21:11:00,21:11:00,63,
2026.09.11 21:12:00,21:12:00,65,
2026.09.11 21:13:00,21:13:00,83,
2026.09.11 21:14:00,21:14:00,77,
2026.09.11 21:15:00,21:15:00,62,
2026.09.11 21:16:00,21:16:00,67,
2026.09.11 21:17:00,21:17:00,62,
2026.09.11 21:18:00,21:18:00,85,
2026.09.11 21:19:00,21:19:00,64,
2026.09.11 21:20:00,21:20:00,65,
2026.09.11 21:21:00,21:21:00,82,
2026.09.11 21:24:00,21:24:00,74,
2026.09.11 21:26:00,21:26:00,62,
2026.09.11 21:30:00,21:30:00,64,
2026.09.11 21:31:00,21:31:00,73,
2026.09.11 21:33:00,21:33:00,63,
2026.09.11 21:35:00,21:35:00,59,
2026.09.11 21:36:00,21:36:00,66,
2026.09.11 21:39:00,21:39:00,65,
2026.09.11 21:42:00,21:42:00,66,
2026.09.11 21:43:00,21:43:00,70,
2026.09.11 21:44:00,21:44:00,65,
2026.09.11 21:45:00,21:45:00,67,
2026.09.11 21:46:00,21:46:00,62,
2026.09.11 21:47:00,21:47:00,78,
2026.09.11 21:48:00,21:48:00,68,
2026.09.11 21:49:00,21:49:00,77,
2026.09.11 21:50:00,21:50:00,69,
2026.09.11 21:51:00,21:51:00,62,
2026.09.11 21:52:00,21:52:00,81,
2026.09.11 21:54:00,21:54:00,67,
2026.09.11 21:56:00,21:56:00,66,
2026.09.11 21:57:00,21:57:00,79,
2026.09.11 21:58:00,21:58:00,68,
2026.09.11 21:59:00,21:59:00,67,
2026.09.11 22:01:00,22:01:00,82,
2026.09.11 22:02:00,22:02:00,75,
2026.09.11 22:03:00,22:03:00,86,
2026.09.11 22:04:00,22:04:00,95,
2026.09.11 22:05:00,22:05:00,70,
2026.09.11 22:06:00,22:06:00,69,
2026.09.11 22:07:00,22:07:00,71,
2026.09.11 22:08:00,22:08:00,69,
2026.09.11 22:09:00,22:09:00,56,
2026.09.11 22:10:00,22:10:00,103,
2026.09.11 22:11:00,22:11:00,60,
2026.09.11 22:12:00,22:12:00,59,
2026.09.11 22:13:00,22:13:00,62,
2026.09.11 22:14:00,22:14:00,84,
2026.09.11 22:15:00,22:15:00,85,
2026.09.11 22:16:00,22:16:00,69,
