Aplicación de origen,Tipo de actividad,Nombre de la actividad,Fecha,Hora,Tiempo transcurrido,Tiempo activo,Distancia (km),Calorías (kcal),Pasos,Frecuencia cardíaca media,Frecuencia cardíaca máxima,Velocidad media,Máxima velocidad,Estilo principal,Número de brazadas,Número de largos
null,WALKING,null,2026.09.13 15:01:04,15:01:04,5148,3480,2.04,74.0,3874,84,102,0.0,0.0,,0,0
