Aplicación de origen,Tipo de actividad,Nombre de la actividad,Fecha,Hora,Tiempo transcurrido,Tiempo activo,Distancia (km),Calorías (kcal),Pasos,Frecuencia cardíaca media,Frecuencia cardíaca máxima,Velocidad media,Máxima velocidad,Estilo principal,Número de brazadas,Número de largos
null,GENERIC,null,2026.09.12 23:39:36,23:39:36,177,171,0.0,4.0,0,48,58,0.0,0.0,,0,0
