Fecha,Hora,Saturación de oxígeno
2026.09.04 07:30:00,07:30:00,97.0
2026.09.04 07:40:00,07:40:00,97.0
2026.09.04 07:50:00,07:50:00,97.0
2026.09.04 08:00:00,08:00:00,97.0
2026.09.04 08:10:00,08:10:00,97.0
2026.09.04 08:20:00,08:20:00,97.0
2026.09.04 08:30:00,08:30:00,96.0
2026.09.04 08:40:00,08:40:00,96.0
2026.09.04 08:50:00,08:50:00,98.0
2026.09.04 09:00:00,09:00:00,96.0
2026.09.04 09:10:00,09:10:00,96.0
2026.09.04 09:20:00,09:20:00,97.0
2026.09.04 09:30:00,09:30:00,97.0
2026.09.04 09:50:00,09:50:00,97.0
2026.09.04 11:26:00,11:26:00,97.0
2026.09.04 11:56:00,11:56:00,95.0
2026.09.04 12:32:00,12:32:00,97.0
2026.09.04 13:06:00,13:06:00,96.0
2026.09.04 13:24:00,13:24:00,96.0
2026.09.04 14:10:00,14:10:00,96.0
2026.09.04 14:26:00,14:26:00,96.0
2026.09.04 15:26:00,15:26:00,94.0
2026.09.04 15:36:00,15:36:00,96.0
2026.09.04 16:16:00,16:16:00,96.0
2026.09.04 17:46:00,17:46:00,96.0
2026.09.04 18:36:00,18:36:00,96.0
2026.09.04 18:56:00,18:56:00,96.0
2026.09.04 21:16:00,21:16:00,96.0
2026.09.04 23:36:00,23:36:00,96.0
2026.09.04 23:46:00,23:46:00,95.0
2026.09.05 00:06:00,00:06:00,95.0
2026.09.05 00:16:00,00:16:00,96.0
2026.09.05 01:35:00,01:35:00,96.0
2026.09.05 02:31:00,02:31:00,96.0
2026.09.05 02:41:00,02:41:00,97.0
2026.09.05 02:51:00,02:51:00,96.0
2026.09.05 03:01:00,03:01:00,97.0
2026.09.05 03:11:00,03:11:00,97.0
2026.09.05 03:31:00,03:31:00,98.0
2026.09.05 03:41:00,03:41:00,98.0
2026.09.05 04:03:00,04:03:00,98.0
2026.09.05 04:23:00,04:23:00,98.0
2026.09.05 04:30:00,04:30:00,98.0
2026.09.05 04:40:00,04:40:00,97.0
2026.09.05 05:06:00,05:06:00,96.0
2026.09.05 05:30:00,05:30:00,97.0
2026.09.05 05:40:00,05:40:00,97.0
2026.09.05 05:50:00,05:50:00,97.0
2026.09.05 06:00:00,06:00:00,97.0
2026.09.05 06:11:00,06:11:00,97.0
2026.09.05 06:21:00,06:21:00,97.0
2026.09.05 06:31:00,06:31:00,97.0
2026.09.05 06:41:00,06:41:00,97.0
2026.09.05 06:51:00,06:51:00,97.0
2026.09.05 07:01:00,07:01:00,97.0
2026.09.05 07:11:00,07:11:00,97.0
2026.09.05 07:21:00,07:21:00,98.0
2026.09.05 07:31:00,07:31:00,97.0
2026.09.05 07:41:00,07:41:00,96.0
2026.09.05 07:51:00,07:51:00,97.0
2026.09.05 08:01:00,08:01:00,97.0
2026.09.05 08:11:00,08:11:00,97.0
2026.09.05 08:21:00,08:21:00,96.0
2026.09.05 08:37:00,08:37:00,98.0
2026.09.05 08:41:00,08:41:00,97.0
2026.09.05 08:51:00,08:51:00,97.0
2026.09.05 09:01:00,09:01:00,97.0
2026.09.05 09:10:00,09:10:00,97.0
2026.09.05 09:21:00,09:21:00,97.0
2026.09.05 09:31:00,09:31:00,97.0
2026.09.05 09:41:00,09:41:00,97.0
2026.09.05 09:51:00,09:51:00,97.0
2026.09.05 10:01:00,10:01:00,97.0
2026.09.05 10:11:00,10:11:00,96.0
2026.09.05 10:21:00,10:21:00,96.0
2026.09.05 10:31:00,10:31:00,98.0
2026.09.05 10:41:00,10:41:00,96.0
2026.09.05 10:51:00,10:51:00,97.0
2026.09.05 11:01:00,11:01:00,96.0
2026.09.05 11:34:00,11:34:00,96.0
2026.09.05 12:23:00,12:23:00,96.0
2026.09.05 12:30:00,12:30:00,96.0
2026.09.05 12:40:00,12:40:00,97.0
2026.09.05 12:56:00,12:56:00,96.0
2026.09.05 13:06:00,13:06:00,97.0
2026.09.05 13:10:00,13:10:00,97.0
2026.09.05 13:20:00,13:20:00,97.0
2026.09.05 13:30:00,13:30:00,97.0
2026.09.05 13:40:00,13:40:00,98.0
2026.09.05 14:02:00,14:02:00,98.0
2026.09.05 14:16:00,14:16:00,96.0
2026.09.05 14:56:00,14:56:00,96.0
2026.09.05 15:26:00,15:26:00,95.0
2026.09.05 15:36:00,15:36:00,96.0
2026.09.05 16:21:00,16:21:00,96.0
2026.09.05 16:46:00,16:46:00,96.0
2026.09.05 16:56:00,16:56:00,95.0
2026.09.05 17:11:00,17:11:00,95.0
2026.09.05 17:26:00,17:26:00,95.0
2026.09.05 17:36:00,17:36:00,96.0
2026.09.05 17:46:00,17:46:00,96.0
2026.09.05 18:06:00,18:06:00,95.0
2026.09.05 18:14:00,18:14:00,96.0
2026.09.05 18:20:00,18:20:00,96.0
